
18:55,Richard Newton,drinks
18:55,Shirley Logan,drinks
18:56,Richard Newton,drinks
18:56,Shirley Logan,checkout
18:56,Priscilla Hale,spices
18:56,Phillip Jones,dairy
18:56,Richard Newton,drinks
18:56,Priscilla Hale,spices
18:56,Phillip Jones,dairy
18:56,Angela Silva,drinks
18:56,Christina Butler,dairy
18:56,Richard Newton,fruit
18:56,Priscilla Hale,dairy
18:56,Phillip Jones,drinks
18:56,Angela Silva,spices
18:56,Christina Butler,checkout
18:56,Annette Andrews,spices
18:56,Richard Newton,spices
18:56,Priscilla Hale,dairy
18:56,Phillip Jones,drinks
18:56,Angela Silva,spices
18:56,Annette Andrews,spices
18:56,Steven Howell,dairy
18:56,Malik Wade,drinks
18:56,Malik Wade,drinks
18:56,Kyle Peck,fruit
18:56,Charles Jackson,dairy
18:56,Corey Smith,dairy
18:56,Malik Wade,drinks
18:56,Kyle Peck,fruit
18:56,Charles Jackson,dairy
18:56,Corey Smith,spices
18:56,Cameron Burgess,dairy
18:56,Michelle Peterson,dairy
18:56,Eric Perez,spices
18:56,Malik Wade,spices
18:56,Kyle Peck,fruit
18:56,Charles Jackson,dairy
18:56,Corey Smith,spices
18:56,Cameron Burgess,fruit
18:56,Michelle Peterson,drinks
18:56,Eric Perez,spices
18:56,Michael Austin,dairy
18:56,Brianna Watson,dairy
18:56,Matthew Acosta,fruit
18:56,Malik Wade,spices
18:56,Kyle Peck,fruit
18:56,Charles Jackson,dairy
18:56,Corey Smith,spices
18:56,Cameron Burgess,fruit
18:56,Michelle Peterson,drinks
18:56,Eric Perez,checkout
18:56,Michael Austin,dairy
18:56,Brianna Watson,dairy
18:56,Matthew Acosta,fruit
18:56,Lauren Jackson,fruit
18:56,Melanie Leblanc,spices
18:56,Malik Wade,checkout
18:56,Kyle Peck,fruit
18:56,Charles Jackson,checkout
18:56,Corey Smith,checkout
18:56,Cameron Burgess,checkout
18:56,Michelle Peterson,drinks
18:56,Michael Austin,dairy
18:56,Brianna Watson,dairy
18:56,Matthew Acosta,fruit
18:56,Lauren Jackson,fruit
18:56,Melanie Leblanc,fruit
18:56,Dr. Michael Collins,dairy
18:56,Maria Cummings,spices
18:56,Scott Smith,fruit
18:56,Kyle Peck,fruit
18:56,Corey Smith,checkout
18:56,Michelle Peterson,drinks
18:56,Michael Austin,dairy
18:56,Brianna Watson,dairy
18:56,Matthew Acosta,checkout
18:56,Lauren Jackson,fruit
18:56,Melanie Leblanc,checkout
18:56,Dr. Michael Collins,dairy
18:56,Maria Cummings,spices
18:56,Scott Smith,fruit
18:56,Julie Lee,dairy
18:56,Anthony Aguirre,dairy
18:56,Kyle Peck,checkout
18:56,Michelle Peterson,drinks
18:56,Michael Austin,checkout
18:56,Brianna Watson,dairy
18:56,Lauren Jackson,fruit
18:56,Dr. Michael Collins,spices
18:56,Maria Cummings,spices
18:56,Scott Smith,drinks
18:56,Julie Lee,dairy
18:56,Anthony Aguirre,dairy
18:56,Monique Anthony,fruit
18:56,Arthur Arnold,spices
18:56,Gabriel Hutchinson,dairy
18:56,Michelle Peterson,drinks
18:56,Brianna Watson,dairy
18:56,Lauren Jackson,drinks
18:56,Dr. Michael Collins,spices
18:56,Maria Cummings,checkout
18:56,Scott Smith,fruit
18:56,Julie Lee,drinks
18:56,Anthony Aguirre,dairy
18:56,Monique Anthony,checkout
18:56,Arthur Arnold,spices
18:56,Gabriel Hutchinson,dairy
18:56,Hunter Perry,fruit
18:56,Alexandria Davis,fruit
18:56,Michelle Peterson,drinks
18:56,Brianna Watson,drinks
18:56,Lauren Jackson,drinks
18:56,Dr. Michael Collins,spices
18:56,Scott Smith,fruit
18:56,Julie Lee,checkout
18:56,Anthony Aguirre,spices
18:56,Arthur Arnold,checkout
18:56,Gabriel Hutchinson,dairy
18:56,Hunter Perry,checkout
18:56,Alexandria Davis,dairy
18:56,Dylan Aguilar,fruit
18:56,Haley Garcia,drinks
18:56,Michelle Peterson,checkout
18:56,Brianna Watson,drinks
18:56,Lauren Jackson,checkout
18:56,Dr. Michael Collins,spices
18:56,Scott Smith,checkout
18:56,Anthony Aguirre,spices
18:56,Gabriel Hutchinson,dairy
18:56,Alexandria Davis,checkout
18:56,Dylan Aguilar,fruit
18:56,Haley Garcia,drinks
18:56,Nicholas Jones,dairy
18:56,Roberto Allen,drinks
18:56,Brianna Watson,drinks
18:56,Dr. Michael Collins,spices
18:56,Anthony Aguirre,spices
18:56,Gabriel Hutchinson,checkout
18:56,Dylan Aguilar,dairy
18:56,Haley Garcia,drinks
18:56,Nicholas Jones,checkout
18:56,Roberto Allen,checkout
18:56,Janet Fernandez,fruit
18:56,Brianna Watson,drinks
18:56,Dr. Michael Collins,dairy
18:56,Anthony Aguirre,spices
18:56,Dylan Aguilar,dairy
18:56,Haley Garcia,checkout
18:56,Roberto Allen,checkout
18:56,Janet Fernandez,fruit
18:56,Francisco Marshall,drinks
18:56,Brianna Watson,checkout
18:56,Dr. Michael Collins,dairy
18:56,Anthony Aguirre,checkout
18:56,Dylan Aguilar,dairy
18:56,Roberto Allen,checkout
18:56,Janet Fernandez,fruit
18:56,Francisco Marshall,fruit
18:56,Jimmy Reeves,dairy
18:56,Tammy Berg,fruit
18:56,Dr. Michael Collins,dairy
18:56,Dylan Aguilar,dairy
18:56,Janet Fernandez,checkout
18:56,Francisco Marshall,fruit
18:56,Jimmy Reeves,checkout
18:56,Tammy Berg,fruit
18:56,Emily Lewis,spices
18:56,Dr. Michael Collins,checkout
18:56,Dylan Aguilar,dairy
18:56,Francisco Marshall,checkout
18:56,Tammy Berg,dairy
18:56,Emily Lewis,spices
18:56,Becky Williams,drinks
18:56,Michael Gray,fruit
18:56,Dylan Aguilar,dairy
18:56,Tammy Berg,fruit
18:56,Emily Lewis,spices
18:56,Becky Williams,drinks
18:56,Michael Gray,fruit
18:56,Kimberly Clark,dairy
18:56,Cynthia Briggs,spices
18:56,Mr. James Mitchell,fruit
18:56,Dylan Aguilar,dairy
18:56,Tammy Berg,fruit
18:56,Emily Lewis,spices
18:56,Becky Williams,checkout
18:56,Michael Gray,drinks
18:56,Kimberly Clark,dairy
18:56,Cynthia Briggs,spices
18:56,Mr. James Mitchell,dairy
18:56,Jacob Neal,spices
18:56,Kathy Davis,drinks
18:56,Eric Wilson,spices
18:56,Dylan Aguilar,dairy
18:56,Tammy Berg,fruit
18:56,Emily Lewis,spices
18:56,Michael Gray,drinks
18:56,Kimberly Clark,dairy
18:56,Cynthia Briggs,drinks
18:56,Mr. James Mitchell,checkout
18:56,Jacob Neal,spices
18:56,Kathy Davis,drinks
18:56,Eric Wilson,checkout
18:56,Leslie Dodson,dairy
18:56,Dylan Aguilar,dairy
18:56,Tammy Berg,checkout
18:56,Emily Lewis,spices
18:56,Michael Gray,drinks
18:56,Kimberly Clark,dairy
18:56,Cynthia Briggs,checkout
18:56,Jacob Neal,checkout
18:56,Kathy Davis,drinks
18:56,Leslie Dodson,dairy
18:56,Sean Hopkins,spices
18:57,Dylan Aguilar,drinks
18:57,Emily Lewis,checkout
18:57,Michael Gray,checkout
18:57,Kimberly Clark,checkout
18:57,Jacob Neal,checkout
18:57,Kathy Davis,fruit
18:57,Leslie Dodson,dairy
18:57,Sean Hopkins,spices
18:57,Michael Fletcher,dairy
18:57,Lucas Espinoza,dairy
18:57,Cody Barber,fruit
18:57,Dylan Aguilar,drinks
18:57,Michael Gray,checkout
18:57,Jacob Neal,checkout
18:57,Kathy Davis,fruit
18:57,Leslie Dodson,dairy
18:57,Sean Hopkins,drinks
18:57,Michael Fletcher,checkout
18:57,Lucas Espinoza,checkout
18:57,Cody Barber,spices
18:57,Sarah Watkins,fruit
18:57,Emily Thompson DDS,spices
18:57,Christina Kim,drinks
18:57,Dylan Aguilar,spices
18:57,Jacob Neal,checkout
18:57,Kathy Davis,fruit
18:57,Leslie Dodson,dairy
18:57,Sean Hopkins,spices
18:57,Lucas Espinoza,checkout
18:57,Cody Barber,spices
18:57,Sarah Watkins,dairy
18:57,Emily Thompson DDS,checkout
18:57,Christina Kim,drinks
18:57,Bailey Cooper,spices
18:57,Dylan Aguilar,fruit
18:57,Kathy Davis,spices
18:57,Leslie Dodson,dairy
18:57,Sean Hopkins,drinks
18:57,Cody Barber,spices
18:57,Sarah Watkins,drinks
18:57,Christina Kim,checkout
18:57,Bailey Cooper,spices
18:57,Mary Williams,spices
18:57,Mary Wade,fruit
18:57,Sean Johnson,drinks
18:57,Mary Wade,checkout
18:57,Sean Johnson,checkout
18:57,Laura Johnson,fruit
18:57,Jared Foster,drinks
18:57,Sean Johnson,checkout
18:57,Laura Johnson,fruit
18:57,Jared Foster,drinks
18:57,Lisa Glover,dairy
18:57,Kristen Rivera,spices
18:57,Alexander Cox,dairy
18:57,Laura Johnson,fruit
18:57,Jared Foster,drinks
18:57,Lisa Glover,dairy
18:57,Kristen Rivera,drinks
18:57,Alexander Cox,dairy
18:57,Manuel Austin,dairy
18:57,Eric Carlson,fruit
18:57,Laura Johnson,fruit
18:57,Jared Foster,spices
18:57,Lisa Glover,dairy
18:57,Kristen Rivera,checkout
18:57,Alexander Cox,dairy
18:57,Manuel Austin,fruit
18:57,Eric Carlson,checkout
18:57,Madison Cruz,fruit
18:57,Laura Johnson,fruit
18:57,Jared Foster,dairy
18:57,Lisa Glover,dairy
18:57,Alexander Cox,dairy
18:57,Manuel Austin,spices
18:57,Madison Cruz,checkout
18:57,Mark Horton,spices
18:57,Laura Johnson,checkout
18:57,Jared Foster,checkout
18:57,Lisa Glover,spices
18:57,Alexander Cox,dairy
18:57,Manuel Austin,spices
18:57,Mark Horton,spices
18:57,Tina Christensen,fruit
18:57,Elizabeth Davis,dairy
18:57,Jared Foster,checkout
18:57,Lisa Glover,spices
18:57,Alexander Cox,spices
18:57,Manuel Austin,checkout
18:57,Mark Horton,spices
18:57,Tina Christensen,fruit
18:57,Elizabeth Davis,dairy
18:57,Cassandra Gross,fruit
18:57,Angela Cooper,fruit
18:57,John Smith,dairy
18:57,Lisa Glover,drinks
18:57,Alexander Cox,checkout
18:57,Mark Horton,fruit
18:57,Tina Christensen,fruit
18:57,Elizabeth Davis,fruit
18:57,Cassandra Gross,fruit
18:57,Angela Cooper,checkout
18:57,John Smith,checkout
18:57,Jeremy Parrish,spices
18:57,Lisa Kennedy,fruit
18:57,Lisa Glover,drinks
18:57,Mark Horton,checkout
18:57,Tina Christensen,checkout
18:57,Elizabeth Davis,checkout
18:57,Cassandra Gross,fruit
18:57,John Smith,checkout
18:57,Jeremy Parrish,spices
18:57,Lisa Kennedy,spices
18:57,Holly Lee,dairy
18:57,Lisa Glover,drinks
18:57,Tina Christensen,checkout
18:57,Cassandra Gross,spices
18:57,Jeremy Parrish,checkout
18:57,Lisa Kennedy,spices
18:57,Holly Lee,drinks
18:57,Colton Roberts,fruit
18:57,Lisa Glover,spices
18:57,Cassandra Gross,spices
18:57,Lisa Kennedy,dairy
18:57,Holly Lee,spices
18:57,Colton Roberts,drinks
18:57,Amy Reynolds,dairy
18:57,Donald Herrera,dairy
18:58,Lisa Glover,checkout
18:58,Cassandra Gross,checkout
18:58,Lisa Kennedy,dairy
18:58,Holly Lee,spices
18:58,Colton Roberts,drinks
